0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,b,b,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,b,b,b,b,b,b,0,0,0,0,0,0
b,0,0,0,b,b,b,b,b,b,0,0,0,0,0,b
b,0,0,1,b,b,b,b,b,b,0,0,1,1,1,b
b,0,0,0,b,b,b,b,b,b,0,0,0,0,0,b
b,1,0,0,b,b,b,b,b,b,0,0,0,0,0,b
b,0,0,0,b,b,b,b,b,b,1,1,0,0,0,b
b,0,0,0,b,b,b,b,b,b,0,0,0,0,0,b
b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b
b,0,0,0,0,0,0,0,0,0,0,0,1,1,1,b
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,1,0,0,0,0,0,1,1,1,0,0,0,0,0,b
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,0,0,0,0,0,0,0,0,0,0,0,0,5,0,b
b,0,0,b,b,b,b,b,b,b,b,b,b,b,b,b
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,b,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,8,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,8,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,8,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,0,0,1,1,1,1,0,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,0,0,0,0,1,1,1,1,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,1,1,0,0,0,0,0,1,1,1,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,1,1,1,1,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,1,1,1,0,0,0,0,1,1,1,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,b,0,0,0,0,0,b,b,b,b
b,b,0,0,0,0,0,0,0,0,0,0,b,b,b,b
b,b,0,0,0,0,0,0,0,0,0,0,b,b,b,b
b,b,0,b,b,b,b,b,b,b,b,b,b,b,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,0,0,0,0,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,b,b
b,b,b,b,b,b,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,0,0,0,0,0,0,0,0,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,1,1,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,1,1,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,1,1,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,b,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,b,b
b,b,b,b,b,b,b,b,b,b,b,0,0,0,b,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,b,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,b,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,0,0,0,0,0,b,b,b,b,b,b,b
b,b,b,0,0,0,0,0,b,b,b,b,b,b,b,b
b,b,0,0,0,0,0,b,b,b,b,b,b,b,b,b
b,0,0,0,0,0,b,b,b,b,b,b,b,b,b,b
b,0,0,0,0,b,b,b,b,b,b,b,b,b,b,b
b,0,0,0,0,0,0,b,b,b,b,b,b,b,b,b
b,0,0,0,0,0,0,b,b,b,b,b,b,b,b,b
b,b,b,0,0,0,0,0,b,b,b,b,b,b,b,b
b,b,b,b,0,0,0,0,0,b,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,b,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,0,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,1,1,1,1,1,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,1,1,1,1,1,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,b,1,1,1,1,1,b,b,b,b,b,b
