b,b,b,b,b,b,b,0,0,0,0,0,b,b,b,b
b,0,0,0,0,0,0,0,0,0,0,0,b,b,b,b
b,0,0,0,0,0,0,0,0,0,0,0,b,b,b,b
b,0,0,b,b,b,b,b,b,b,b,b,b,b,b,b
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,b,0,0,0,0,0,b
b,b,b,b,b,b,b,b,b,0,0,0,0,0,0,b
b,b,b,b,b,b,b,b,0,0,0,0,0,b,b,b
b,b,b,b,b,b,b,0,0,0,0,0,b,b,b,b
b,b,b,b,b,b,0,0,0,0,0,b,b,b,b,b
b,b,b,b,b,0,0,0,0,0,b,b,b,b,b,b
b,b,b,b,0,0,0,0,0,b,b,b,b,b,b,b
b,b,b,0,0,0,0,0,b,b,b,b,b,b,b,b
b,b,0,0,0,0,0,b,b,b,b,b,b,b,b,b
b,0,0,0,0,0,b,b,b,b,b,b,b,b,b,b
0,0,0,0,0,b,b,b,b,b,b,b,b,b,b,b
0,0,0,0,b,b,b,b,b,b,b,b,b,b,b,b
0,0,0,b,b,b,b,b,b,b,b,b,b,b,b,b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,5,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,b,b,b,b,b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
